station,longitude,latitude,glmN_Fig6_topL,glmW_Fig6_midL,glmF_Fig6_lowL,glmNse_Fig6_topR,glmWse_Fig6_midR,glmFse_Fig6_lowR,area_artReefs,area_platforms,N_artificialReefs,N_platforms,W_artificialReefs,W_platforms,F_artificialReefs,F_platforms,totalN_Fig7top,totalW_Fig7mid,totalF_Fig7low
1235,-83.20902981,28.31056971,21.47684806,25.81080902,1.347641651,111.4094623,37.80107615,0.613246648,0,0,0,0,0,0,0,0,21.47684806,25.81080902,1.347641651
1236,-83.10726129,28.30770142,22.17225345,26.62938903,1.389962941,114.8416746,38.96428576,0.631782207,0,0,0,0,0,0,0,0,22.17225345,26.62938903,1.389962941
1237,-83.00550789,28.30475755,11.79782239,14.41737282,0.758591214,63.6971528,21.63183419,0.355782027,0.007539822,0,6.706099407,0,7.214757222,0,0.379400713,0,18.41496832,21.52342561,1.132272284
1238,-96.72866178,28.10544094,18.24450214,23.00903254,1.431411621,223.7023966,83.41571069,4.493380023,0.000628319,0,4.670793864,0,4.552489194,0,0.273133443,0,22.90383265,27.54706474,1.703645682
1239,-96.62830812,28.11259178,10.68603754,15.04411346,0.957692551,173.7787689,64.95780433,3.516820751,0,0,0,0,0,0,0,0,10.68603754,15.04411346,0.957692551
1240,-96.52791788,28.11967078,11.77360228,16.19016171,1.025854564,180.7534926,67.53660193,3.653305576,0,0.000628319,0,3.823259026,0,1.339183644,0,0.019804205,15.58946373,17.51917277,1.045014205
1241,-96.42749142,28.12667784,30.3378766,35.75272509,2.189351546,307.7479324,114.494192,6.137436201,0.000314159,0.002827433,2.335396932,17.20466562,2.276244597,6.026326399,0.136566722,0.08911892,49.7826299,43.94297559,2.408159137
1242,-96.3270291,28.13361288,41.43828717,47.45005737,2.88505847,386.9111446,143.7740348,7.686750276,0.000314159,0.000314159,2.335396932,1.911629513,2.276244597,0.669591822,0.136566722,0.009902102,45.65927717,50.36608003,3.029714558
1243,-96.22653127,28.14047578,20.64119553,25.53460749,1.581621937,240.0660308,89.46601688,4.813419834,0.001570796,0,11.67698466,0,11.38122299,0,0.682833608,0,32.28575707,36.87572081,2.261971139
1244,-96.12599831,28.14726646,21.56862216,26.51190625,1.639747457,246.4464931,91.82521974,4.938214006,0.001570796,0,11.67698466,0,11.38122299,0,0.682833608,0,33.21172691,37.85148444,2.320005355
1245,-96.02543057,28.15398482,12.35822543,16.80622282,1.062495224,184.5377954,68.93575293,3.727346055,0,0,0,0,0,0,0,0,12.35822543,16.80622282,1.062495224
1246,-95.92482841,28.16063076,16.46100421,18.60837003,1.110847711,230.8150068,83.14356864,4.034643059,0,0,0,0,0,0,0,0,16.46100421,18.60837003,1.110847711
1247,-95.82419221,28.1672042,12.43526447,14.41673545,0.86779031,178.4084513,64.57566641,3.184985952,0,0,0,0,0,0,0,0,12.43526447,14.41673545,0.86779031
1248,-95.72352233,28.17370505,20.53224701,22.8473828,1.356652398,284.1271281,102.043495,4.900461717,0,0.000628319,0,1.673801366,0,0.587386193,0,0.008687158,22.19314759,23.42041356,1.364487146
1249,-95.62281912,28.1801332,26.45308241,29.01220715,1.714127783,361.9362489,129.6389256,6.165703932,0,0.001256637,0,3.347602733,0,1.174772385,0,0.017374316,29.76744322,30.15052172,1.729348062
1250,-95.52208297,28.18648857,61.67356124,65.68407035,3.840593627,826.6842244,294.5473617,13.7358426,0.000942478,0,3.074514531,0,2.951024135,0,0.17266466,0,64.68994981,68.57318871,4.009638612
1251,-95.42131423,28.19277108,19.10983968,21.36636014,1.270773366,265.4769488,95.43081693,4.597444036,0,0,0,0,0,0,0,0,19.10983968,21.36636014,1.270773366
1252,-95.32051327,28.19898063,273.0785668,482.8133566,37.79998927,1871.531224,1258.22908,114.7792609,0,0,0,0,0,0,0,0,273.0785668,482.8133566,37.79998927
1253,-95.21968047,28.20511713,210.9715318,377.1500784,29.54251114,1496.983331,1015.322381,92.84760188,0,0,0,0,0,0,0,0,210.9715318,377.1500784,29.54251114
1254,-95.11881619,28.21118051,235.707807,419.2341342,32.83133746,1645.969088,1111.911526,101.5679966,0,0,0,0,0,0,0,0,235.707807,419.2341342,32.83133746
1255,-95.0179208,28.21717067,52.16031541,106.963074,8.427670498,560.9234579,410.6456909,38.27209064,0,0,0,0,0,0,0,0,52.16031541,106.963074,8.427670498
1256,-94.91699467,28.22308754,162.7465231,295.104421,23.13072614,1207.652143,827.9231024,75.93092269,0,0,0,0,0,0,0,0,162.7465231,295.104421,23.13072614
1257,-94.81603818,28.22893102,576.8795915,999.6728747,78.19203692,3713.847785,2454.98304,222.8637841,0,0.000314159,0,3.243677807,0,1.175981747,0,0.020709838,579.9420372,1000.5348,78.18818201
1258,-94.71505169,28.23470104,157.3240476,285.8791128,22.40977765,1175.249825,806.9550985,74.03835248,0.000628319,0,9.393218057,0,15.32733642,0,1.207813984,0,166.618416,301.0268261,23.60351116
1259,-94.61403559,28.24039751,232.4754925,413.7349674,32.40158314,1626.484452,1099.276627,100.4272351,0,0,0,0,0,0,0,0,232.4754925,413.7349674,32.40158314
1260,-94.51299023,28.24602036,219.0027122,390.8136005,30.61030154,1545.321312,1046.654828,95.67632164,0.000628319,0,9.393218057,0,15.32733642,0,1.207813984,0,228.2583268,405.8953815,31.79888251
1261,-94.41191601,28.2515695,92.90860288,167.2281777,13.00460702,734.769309,482.7608014,43.73317038,0,0,0,0,0,0,0,0,92.90860288,167.2281777,13.00460702
1262,-94.31081328,28.25704486,81.71492279,148.042551,11.51849883,657.0676044,434.2916145,39.41235196,0.001256637,0,10.4052863,0,17.06037954,0,1.333310364,0,92.01752309,164.9168948,12.83733462
1263,-94.20968244,28.26244636,23.88056973,124.1733236,11.19937746,104.8219078,395.5410131,40.79465651,0.000942478,0.000628319,3.39817183,0.950474535,17.01084022,0.466150977,1.555714166,0.016068435,28.19170459,141.4552638,12.75356812
1264,-94.10852385,28.26777392,22.92141211,119.4094374,10.7671626,100.9127899,385.1096402,39.72164274,0.001256637,0.000628319,4.530895773,0.950474535,22.68112029,0.466150977,2.074285554,0.016068435,28.35957657,142.3316272,12.83722097
1265,-94.00733789,28.27302746,7.8133844,44.37179792,3.959195015,41.75597409,227.038612,23.45323846,0.000942478,0,3.39817183,0,17.01084022,0,1.555714166,0,11.20419229,61.34081871,5.511177728
1266,-93.90612493,28.27820693,7.884082338,44.72293617,3.991052865,42.00641044,227.7308886,23.52456169,0.000628319,0,2.265447886,0,11.34056014,0,1.037142777,0,10.14457651,56.03539607,5.025687989
1267,-93.80488537,28.28331223,26.86311792,138.9868638,12.54337098,117.018073,428.1359012,44.14731589,0.000942478,0,3.39817183,0,17.01084022,0,1.555714166,0,30.23597186,155.866712,14.0872633
1268,-93.70361956,28.2883433,76.87838238,387.3996585,35.0812102,324.3971977,988.7048921,101.7928288,0,0,0,0,0,0,0,0,76.87838238,387.3996585,35.0812102
1269,-93.60232791,28.29330006,33.3077812,170.9958281,15.44746009,143.5189202,499.1969801,51.45585654,0,0.000314159,0,0.475237268,0,0.233075488,0,0.008034217,33.77255452,171.1751837,15.45064135
1270,-93.50101077,28.29818246,13.28485858,89.49677206,8.256383022,44.38084557,376.5488957,38.95483735,0,0,0,0,0,0,0,0,13.28485858,89.49677206,8.256383022
1271,-93.39966855,28.30299041,8.556889084,48.06459208,4.294232513,44.41715239,234.3552182,24.20698123,0,0.000314159,0,0.475237268,0,0.233075488,0,0.008034217,9.029438126,48.28256764,4.300917657
1272,-93.2983016,28.30772384,25.19406725,130.6971237,11.79126468,110.1861027,409.8679353,42.26833308,0,0.000314159,0,0.475237268,0,0.233075488,0,0.008034217,25.66138957,130.8891395,11.79559456
1273,-93.19691033,28.3123827,55.92350952,283.3222616,25.63854184,237.2219575,752.1588408,77.46924534,0,0.000942478,0,1.425711803,0,0.699226465,0,0.024102652,57.29651466,283.7544632,25.63848074
1274,-93.0954951,28.31696692,41.10829835,209.7389656,18.96252301,175.7560189,585.9865909,60.38128279,0,0,0,0,0,0,0,0,41.10829835,209.7389656,18.96252301
1275,-92.99405631,28.32147642,19.92641034,104.0083896,9.412699565,83.17147772,299.5970083,30.8915085,0,0.000628319,0,0.405142122,0,0.204439438,0,0.007343421,20.31903233,104.1474787,9.414128812
1276,-92.89259433,28.32591116,14.32165692,75.25882714,6.803214616,60.51793004,228.5833525,23.57671227,0,0,0,0,0,0,0,0,14.32165692,75.25882714,6.803214616
1277,-92.79110955,28.33027105,28.61052254,148.5535119,13.45588548,118.4029275,410.4154769,42.3060667,0,0,0,0,0,0,0,0,28.61052254,148.5535119,13.45588548
1278,-92.68960235,28.33455604,34.31656667,177.8226446,16.11252978,141.5895552,483.4771349,49.83149515,0,0,0,0,0,0,0,0,34.31656667,177.8226446,16.11252978
1279,-92.58807312,28.33876608,9.408754379,50.0581113,4.515844548,40.81992755,167.1431045,17.24758011,0,0,0,0,0,0,0,0,9.408754379,50.0581113,4.515844548
1280,-92.48652225,28.34290109,48.0307243,248.1693667,22.49762564,197.3681558,659.4398477,67.95572949,0.000314159,0,0.514948467,0,2.660924331,0,0.243392663,0,48.53058347,250.7523264,22.73395047
1281,-92.38495011,28.34696103,26.50725624,137.7648149,12.4766378,109.8618937,383.5232086,39.53612123,0,0,0,0,0,0,0,0,26.50725624,137.7648149,12.4766378
1282,-92.28335711,28.35094583,3.706460343,20.8082146,1.860946227,18.79991055,98.73935283,10.19891361,0,0,0,0,0,0,0,0,3.706460343,20.8082146,1.860946227
1283,-92.18174361,28.35485543,3.098126206,17.68776683,1.577715431,16.64511749,91.89932615,9.493648876,0,0.000314159,0,0.202571061,0,0.102219719,0,0.00367171,3.299723962,17.78442978,1.580891487
1284,-92.08011001,28.35868979,3.029059351,17.33348865,1.545558991,16.40623714,91.13284199,9.414606629,0,0.000314159,0,0.202571061,0,0.102219719,0,0.00367171,3.230678805,17.4302629,1.548745149
1285,-91.9784567,28.36244884,3.023247647,17.30367754,1.542853153,16.38619771,91.06844712,9.407965912,0,0,0,0,0,0,0,0,3.023247647,17.30367754,1.542853153
1286,-91.87678407,28.36613253,2.985014748,17.10756202,1.525052517,16.25460961,90.64521793,9.364319971,0,0.000314159,0,0.202571061,0,0.102219719,0,0.00367171,3.186648039,17.20440724,1.528245118
1287,-91.7750925,28.36974081,3.056150138,17.47245075,1.558172034,16.4997762,91.43322295,9.445583155,0,0,0,0,0,0,0,0,3.056150138,17.47245075,1.558172034
1288,-91.67338239,28.37327363,3.189176787,18.15481046,1.620107148,16.96202031,92.91312062,9.598190733,0,0,0,0,0,0,0,0,3.189176787,18.15481046,1.620107148
1289,-91.57165412,28.37673094,3.137547094,17.88997614,1.596069176,16.78205118,92.33779412,9.538863942,0.000942478,0.000942478,1.544845402,0.607713183,7.982772994,0.306659158,0.730177989,0.011015131,5.284191542,26.14568648,2.334253776
1290,-91.46990808,28.38011268,0.601611997,3.452605311,0.307734405,3.644395452,21.37910932,2.208619552,0,0.000314159,0,0.041998584,0,0.021469431,0,0.000785114,0.643421579,3.472990074,0.308422841
1291,-91.36814467,28.38341882,0.627811322,3.588772531,0.320093665,3.786667786,22.00567503,2.2733374,0,0,0,0,0,0,0,0,0.627811322,3.588772531,0.320093665
1292,-91.26636427,28.38664929,0.787616498,4.419336918,0.395480099,4.685753041,25.9307425,2.67871991,0,0.001570796,0,0.209992919,0,0.107347155,0,0.003925569,0.996372232,4.519742195,0.398784449
1293,-91.16456728,28.38980407,1.324610453,3.067594392,0.242649559,21.33364608,16.47311627,1.552636334,0,0.000314159,0,0.209262137,0,0.076394255,0,0.001359373,1.533456451,3.143024933,0.243932701
1294,-91.06275408,28.39288309,1.301342237,3.027317932,0.239558622,21.08504196,16.31672646,1.538563742,0,0.002513274,0,1.674097099,0,0.611154038,0,0.010874981,2.972168707,3.63086349,0.249831526
1295,-90.96092508,28.39588632,1.301342237,3.027317932,0.239558622,21.08504196,16.31672646,1.538563742,0,0.000314159,0,0.209262137,0,0.076394255,0,0.001359373,1.510195546,3.102761126,0.240842735
1296,-90.85908065,28.39881371,1.302043501,3.028531794,0.239651778,21.09252102,16.32143244,1.538987259,0,0.001256637,0,0.83704855,0,0.305577019,0,0.00543749,2.137455854,3.330303048,0.244788113
1297,-90.7572212,28.40166522,1.330325087,3.077486223,0.243408688,21.3948415,16.51160126,1.556098821,0,0.000314159,0,0.209262137,0,0.076394255,0,0.001359373,1.53916929,3.152913657,0.244691592
1298,-90.65534711,28.40444081,1.474341314,3.326773233,0.262539725,22.95363569,17.49069499,1.644123564,0,0,0,0,0,0,0,0,1.474341314,3.326773233,0.262539725
1299,-90.55345879,28.40714045,1.382278307,3.167415415,0.250310125,21.95359414,16.86280691,1.587687311,0,0.000314159,0,0.209262137,0,0.076394255,0,0.001359373,1.591106189,3.242814596,0.251590861
1300,-90.45155662,28.40976408,1.309003769,3.040579772,0.240576376,21.16679872,16.36816569,1.543192855,0,0.000314159,0,0.209262137,0,0.076394255,0,0.001359373,1.51785467,3.116018801,0.241860169
1301,-90.349641,28.41231168,1.302769394,3.029788289,0.239748205,21.10026364,16.32630418,1.53942569,0,0.001256637,0,0.83704855,0,0.305577019,0,0.00543749,2.138180835,3.331557964,0.244884419
1302,-90.24771232,28.41478321,0.601611997,3.452605311,0.307734405,3.644395452,21.37910932,2.208619552,0,0,0,0,0,0,0,0,0.601611997,3.452605311,0.307734405
1303,-90.14577098,28.41717863,0.527711102,3.623042856,0.330949255,2.519598513,26.28469029,2.719070204,0,0.000314159,0,0.01698783,0,0.013901023,0,0.000757311,0.544533147,3.635805666,0.331602595
1304,-90.04381738,28.41949791,0.860933305,5.893053459,0.528608885,3.828479609,40.38186673,4.176255422,0,0,0,0,0,0,0,0,0.860933305,5.893053459,0.528608885
1305,-85.04134126,28.43944782,1.734704455,7.541696975,0.558760049,4.057895613,4.241063391,0.36536288,0,0,0,0,0,0,0,0,1.734704455,7.541696975,0.558760049
1306,-84.93928167,28.43794033,1.70566954,7.417269582,0.54955431,3.984507632,4.173217432,0.35959077,0,0,0,0,0,0,0,0,1.70566954,7.417269582,0.54955431
1307,-84.83723013,28.4363564,7.026205405,28.04628193,2.172159873,20.17952999,17.87178648,1.599190612,0,0,0,0,0,0,0,0,7.026205405,28.04628193,2.172159873
1308,-84.73518704,28.43469605,7.383772895,35.85655822,2.847485726,11.4959654,22.58311477,2.172651723,0,0,0,0,0,0,0,0,7.383772895,35.85655822,2.847485726
1309,-84.6331528,28.43295931,7.355440742,29.34144397,2.27239437,21.12851744,18.66758427,1.669885958,0,0,0,0,0,0,0,0,7.355440742,29.34144397,2.27239437
1310,-84.5311278,28.4311462,7.693938579,30.67304328,2.375448801,22.10429163,19.48599341,1.74258934,0,0,0,0,0,0,0,0,7.693938579,30.67304328,2.375448801
1311,-84.42911243,28.42925675,1.067354675,2.042118443,0.136175278,9.380207261,3.423409755,0.129710966,0,0,0,0,0,0,0,0,1.067354675,2.042118443,0.136175278
1312,-84.32710711,28.42729098,9.697326845,11.94482415,0.630758324,53.37418053,18.13394998,0.300179767,0,0,0,0,0,0,0,0,9.697326845,11.94482415,0.630758324
1313,-84.22511222,28.42524892,29.99129573,35.83338976,1.865817684,153.449245,52.04902007,0.840340254,0,0,0,0,0,0,0,0,29.99129573,35.83338976,1.865817684
1314,-84.12312815,28.4231306,29.89291313,35.71758102,1.859830272,152.9633327,51.88433431,0.83771486,0,0,0,0,0,0,0,0,29.89291313,35.71758102,1.859830272
1315,-84.02115531,28.42093606,24.01933228,28.8036342,1.502373283,123.9594545,42.0544112,0.681027615,0,0,0,0,0,0,0,0,24.01933228,28.8036342,1.502373283
1316,-83.91919409,28.41866531,30.72117707,36.69255232,1.910237126,157.0542123,53.27081954,0.859818259,0,0,0,0,0,0,0,0,30.72117707,36.69255232,1.910237126
1317,-83.81724489,28.41631841,16.32680859,19.74856183,1.034218264,86.00426323,29.19121687,0.476092995,0,0,0,0,0,0,0,0,16.32680859,19.74856183,1.034218264
1318,-83.7153081,28.41389538,15.37144252,18.62397526,0.976076173,81.29502066,27.59530345,0.450681915,0,0,0,0,0,0,0,0,15.37144252,18.62397526,0.976076173
1319,-83.61338411,28.41139625,18.16712505,21.91484684,1.14621706,95.07936005,32.26673043,0.525074998,0,0,0,0,0,0,0,0,18.16712505,21.91484684,1.14621706
1320,-83.51147332,28.40882106,16.52286873,19.97934939,1.046150179,86.97087146,29.51879312,0.481309423,0,0,0,0,0,0,0,0,16.52286873,19.97934939,1.046150179
1321,-83.40957613,28.40616985,18.21618389,21.9725953,1.149202705,95.32133941,32.34873715,0.526381257,0,0,0,0,0,0,0,0,18.21618389,21.9725953,1.149202705
1322,-83.30769293,28.40344265,4.931740867,6.335127302,0.340732178,30.10708792,10.25214692,0.175289063,0,0,0,0,0,0,0,0,4.931740867,6.335127302,0.340732178
1323,-83.20582411,28.40063951,12.92168372,15.7402996,0.826987665,69.22779412,23.50597203,0.385594956,0,0,0,0,0,0,0,0,12.92168372,15.7402996,0.826987665
1324,-83.10397006,28.39776046,15.76955835,19.09260788,1.000304882,83.25725229,28.26028057,0.461269497,0,0,0,0,0,0,0,0,15.76955835,19.09260788,1.000304882
1325,-83.00213119,28.39480556,14.22062777,17.26932088,0.906039378,75.62455826,25.67367635,0.420091541,0,0,0,0,0,0,0,0,14.22062777,17.26932088,0.906039378
1326,-96.63635092,28.20158484,10.6628992,15.01973086,0.95624238,173.6313576,64.90329997,3.513935744,0.001256637,0,9.341587729,0,9.104978389,0,0.546266886,0,19.99108754,24.1058349,1.501307617
1327,-96.53587995,28.20869019,27.43409474,32.69279311,2.007359975,287.2865851,106.927196,5.737104382,0,0,0,0,0,0,0,0,27.43409474,32.69279311,2.007359975
1328,-96.43537264,28.21572335,13.06363026,17.54956062,1.106705753,189.1338764,70.6350168,3.817259964,0,0,0,0,0,0,0,0,13.06363026,17.54956062,1.106705753
1329,-96.33482934,28.22268421,10.89195481,15.26110387,0.970598206,175.0924947,65.44354307,3.542531075,0.000942478,0,7.006190797,0,6.828733792,0,0.409700165,0,17.88788018,22.07545441,1.379383604
1330,-96.23425042,28.22957267,11.23520505,15.62281231,0.992111066,177.2896424,66.25590963,3.585527494,0,0,0,0,0,0,0,0,11.23520505,15.62281231,0.992111066
1331,-96.13363623,28.23638865,49.16997128,55.59751079,3.369633895,442.624561,164.3833187,8.77748528,0,0,0,0,0,0,0,0,49.16997128,55.59751079,3.369633895
1332,-96.03298714,28.24313204,75.3969061,83.23479225,5.013380318,633.3196505,234.9344187,12.51222331,0.000314159,0,2.335396932,0,2.276244597,0,0.136566722,0,77.70861639,85.48488787,5.14837204
1333,-95.93230352,28.24980275,50.20016737,53.73787471,3.147877883,675.1384335,240.7667878,11.26622458,0,0,0,0,0,0,0,0,50.20016737,53.73787471,3.147877883
1334,-95.83158573,28.25640068,7.235184394,9.002367693,0.553831129,111.8775352,41.03556269,2.109748126,0,0,0,0,0,0,0,0,7.235184394,9.002367693,0.553831129
1335,-95.73083414,28.26292575,19.51083011,21.78387479,1.294983498,270.732388,97.29411843,4.682819088,0,0,0,0,0,0,0,0,19.51083011,21.78387479,1.294983498
1336,-95.63004911,28.26937786,24.94414263,27.44108618,1.623024283,342.0853807,122.5978357,5.842781877,0,0.000628319,0,1.673801366,0,0.587386193,0,0.008687158,26.60227113,28.01123063,1.630691665
1337,-95.52923102,28.27575693,56.48559984,60.28232066,3.527366122,758.150719,270.2257761,12.61893856,0,0.000314159,0,0.836900683,0,0.293693096,0,0.004343579,57.30475505,60.5570755,3.530601546
1338,-95.42838022,28.28206286,18.16686665,20.38452858,1.213840582,253.1259421,91.0520987,4.396842734,0.000314159,0,1.024838177,0,0.983674712,0,0.057554887,0,19.18599754,21.3617993,1.271014129
1339,-95.3274971,28.28829556,8.705887015,10.53367582,0.642626029,130.4594314,47.60481633,2.409599742,0,0,0,0,0,0,0,0,8.705887015,10.53367582,0.642626029
1340,-95.22658202,28.29445495,16.73587181,18.89456453,1.127443072,234.4068043,84.41663121,4.092936935,0,0,0,0,0,0,0,0,16.73587181,18.89456453,1.127443072
1341,-95.12563534,28.30054094,216.7593429,386.9969354,30.31203303,1531.815456,1037.899822,94.88590429,0,0,0,0,0,0,0,0,216.7593429,386.9969354,30.31203303
1342,-95.02465745,28.30655344,70.41980654,138.0281166,10.85537211,664.1036432,477.0136859,44.26313731,0,0,0,0,0,0,0,0,70.41980654,138.0281166,10.85537211
1343,-94.92364871,28.31249238,94.38899998,178.8071291,14.04221061,802.7809422,566.3400095,52.32393899,0,0,0,0,0,0,0,0,94.38899998,178.8071291,14.04221061
1344,-94.8226095,28.31835766,431.5465549,752.4164235,58.86919578,2831.401096,1881.521359,171.06773,0.000314159,0,4.696609029,0,7.663668211,0,0.603906992,0,436.1075896,759.8437131,59.45460847
1345,-94.72154019,28.32414921,112.5447572,209.6956883,16.45612022,909.3285291,635.0774412,58.52660889,0,0,0,0,0,0,0,0,112.5447572,209.6956883,16.45612022
1346,-94.62044115,28.32986694,203.3903534,364.2521488,28.534551,1451.387381,985.7727756,90.179914,0,0,0,0,0,0,0,0,203.3903534,364.2521488,28.534551
1347,-94.51931277,28.33551077,352.5243984,617.9752911,48.3627575,2352.269599,1570.30132,142.9603753,0,0,0,0,0,0,0,0,352.5243984,617.9752911,48.3627575
1348,-94.4181554,28.34108062,109.017052,194.8375686,15.14321541,846.8441755,552.7251675,49.97085803,0,0,0,0,0,0,0,0,109.017052,194.8375686,15.14321541
1349,-94.31696944,28.34657641,34.7464377,67.53999865,5.282814945,335.0901663,234.0750872,21.56823985,0,0,0,0,0,0,0,0,34.7464377,67.53999865,5.282814945
1350,-94.21575526,28.35199808,62.40319809,114.9428433,8.954613486,523.5708538,351.1223141,31.99924364,0,0,0,0,0,0,0,0,62.40319809,114.9428433,8.954613486
1351,-94.11451323,28.35734553,180.8429117,317.9449039,24.67904258,1348.37325,866.2306584,77.92754844,0,0.000314159,0,1.782967593,0,0.648451478,0,0.011469437,182.5690658,318.49347,24.68275887
1352,-94.01324374,28.36261869,11.03121834,60.35394118,5.40921282,53.61651389,259.2108231,26.76665936,0,0,0,0,0,0,0,0,11.03121834,60.35394118,5.40921282
1353,-93.91194715,28.36781749,9.303878944,51.7746962,4.630840497,47.14523433,241.7819882,24.97193681,0,0.001570796,0,2.376186338,0,1.165377441,0,0.040171087,11.66545078,52.85874614,4.663737477
1354,-93.81062386,28.37294186,10.74526798,58.93370022,5.280358094,52.53196616,256.3030932,26.46727575,0.002199115,0.000314159,7.929067602,0.475237268,39.6919605,0.233075488,3.62999972,0.008034217,19.12256705,98.71061967,8.905121045
1355,-93.70927424,28.37799172,45.44117743,231.2592477,20.91500158,193.7084184,634.4431775,65.36432583,0,0,0,0,0,0,0,0,45.44117743,231.2592477,20.91500158
1356,-93.60789868,28.382967,10.03481548,55.40506764,4.960214545,49.85890675,249.1162368,25.7272454,0,0,0,0,0,0,0,0,10.03481548,55.40506764,4.960214545
1357,-93.50649754,28.38786763,11.51406873,62.75213332,5.626794482,55.4580112,264.1393011,27.27407126,0,0.000314159,0,0.475237268,0,0.233075488,0,0.008034217,11.98568874,62.96549464,5.63306099
1358,-93.40507122,28.39269354,17.50071657,92.48625425,8.324493035,78.99729199,326.7660515,33.71942436,0,0,0,0,0,0,0,0,17.50071657,92.48625425,8.324493035
1359,-93.3036201,28.39744466,34.83987625,67.70014948,5.295220141,335.7164756,234.4629742,21.60281127,0,0,0,0,0,0,0,0,34.83987625,67.70014948,5.295220141
1360,-93.20214456,28.40212093,37.78255239,72.74380673,5.685899086,355.4943,246.7159632,22.69484111,0,0,0,0,0,0,0,0,37.78255239,72.74380673,5.685899086
1361,-93.10064498,28.40672228,22.25861915,46.13625814,3.624892857,252.7088889,183.1183602,17.02459396,0,0,0,0,0,0,0,0,22.25861915,46.13625814,3.624892857
1362,-92.99912175,28.41124863,3.019707707,5.759394389,0.446651465,44.16113355,30.33121288,2.782315528,0,0.001570796,0,0.723514876,0,0.264238518,0,0.004705186,3.738479237,6.014586071,0.450655053
1363,-92.89757525,28.41569994,12.58106477,66.33046603,5.99282232,53.51272116,206.6908451,21.32157977,0,0.001256637,0,0.810284245,0,0.408878877,0,0.014686841,13.37553919,66.65599158,5.999978359
1364,-92.79600587,28.42007613,6.429436392,34.77571042,3.128721002,29.08220597,130.7275859,13.49573323,0,0,0,0,0,0,0,0,6.429436392,34.77571042,3.128721002
1365,-92.694414,28.42437714,4.447345559,24.60858264,2.205890718,21.51828017,107.253167,11.07656147,0.003455752,0.000314159,5.664433139,0.202571061,29.27016765,0.102219719,2.677319294,0.00367171,10.29758366,53.88819783,4.87856571
1366,-92.59280001,28.42860291,10.13557712,53.78634592,4.854241772,43.71627182,176.1519518,18.17565788,0.001256637,0.000314159,2.059793869,0.202571061,10.64369733,0.102219719,0.973570652,0.00367171,12.38202112,64.44777557,5.82385911
1367,-92.4911643,28.43275339,7.552940203,40.53871917,3.651806687,33.47533007,144.3418715,14.8984883,0,0.000628319,0,0.405142122,0,0.204439438,0,0.007343421,7.953336673,40.71768738,3.65685561
1368,-92.38950725,28.4368285,5.926777124,32.19732152,2.894690761,27.13626251,124.6984968,12.874471,0,0.000314159,0,0.202571061,0,0.102219719,0,0.00367171,6.127486233,32.28942615,2.897453078
1369,-92.28782925,28.4408282,3.159983491,18.00506356,1.606515209,16.86017307,92.58766315,9.564630221,0,0,0,0,0,0,0,0,3.159983491,18.00506356,1.606515209
1370,-92.1861307,28.44475243,2.996502934,17.16649063,1.530401235,16.29410437,90.77231632,9.377427206,0,0.001256637,0,0.810284245,0,0.408878877,0,0.014686841,3.803021662,17.55379746,1.543164917
1371,-92.08441197,28.44860112,3.006620542,17.21838886,1.535111834,16.3289192,90.88430359,9.388976021,0,0.001256637,0,0.810284245,0,0.408878877,0,0.014686841,3.813126556,17.60563047,1.547869597
1372,-91.98267346,28.45237423,2.996354451,17.16572899,1.530332104,16.29359366,90.7706732,9.377257756,0,0.000942478,0,0.607713183,0,0.306659158,0,0.011015131,3.601243637,17.45620983,1.539904931
1373,-91.88091555,28.4560717,3.010882486,17.24025049,1.537096128,16.34359351,90.93149171,9.393842332,0,0.000628319,0,0.405142122,0,0.204439438,0,0.007343421,3.414132815,17.43385756,1.543473763
1374,-91.77913864,28.45969348,2.959311644,16.97571804,1.513085556,16.16638695,90.36108352,9.33501787,0,0,0,0,0,0,0,0,2.959311644,16.97571804,1.513085556
1375,-91.67734312,28.46323951,0.886700745,2.063024659,0.16325076,14.81654391,11.68714212,1.106172084,0,0,0,0,0,0,0,0,0.886700745,2.063024659,0.16325076
1376,-91.57552938,28.46670975,0.886700745,2.063024659,0.16325076,14.81654391,11.68714212,1.106172084,0,0.001256637,0,0.578811901,0,0.211390814,0,0.003764149,1.464398384,2.271823,0.166809762
1377,-91.4736978,28.47010415,1.301342237,3.027317932,0.239558622,21.08504196,16.31672646,1.538563742,0.000314159,0.002199115,0.308271754,1.464834962,0.509624875,0.534759783,0.039479942,0.009515608,3.071178323,4.06409411,0.287952096
1378,-91.37184879,28.47342265,1.433346155,3.255812059,0.257093951,22.50683515,17.21026085,1.618922953,0,0.002199115,0,1.464834962,0,0.534759783,0,0.009515608,2.895029024,3.783411938,0.26604418
1379,-91.26998273,28.47666522,2.316987662,3.06808721,0.192060506,35.73581262,13.26981768,0.706233928,0,0.002827433,0,3.393524033,0,1.191051282,0,0.017616458,5.703960567,4.25046368,0.209133926
1380,-91.16810002,28.47983179,1.913009017,2.647665076,0.167718123,31.79562169,11.87543292,0.641720834,0.000314159,0.000314159,0.461825743,0.377058226,0.442970321,0.132339031,0.025879816,0.001957384,2.750691006,3.221310852,0.195449943
